question_id,parent_question_id,question_text,question_type,domain,question_form,variation_type,difficulty,source
q_20b6a5ca82e9,q_0b2bfb856109,안보 위협이 커진다면 양심적 병역 거부 인정을 축소해야 할까요?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_b1a572fa17f2,q_0b2bfb856109,국가 안보 확보를 위해 안보 위협이 커진다면 양심적 병역 거부 인정을 축소해야 하는가?,FRAMING,ETHICS_VALUES,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_ee264a5cc043,,장기 이식 대기자가 계속 증가한다면 옵트아웃 방식을 도입해야 하는가?,ORIGINAL,ETHICS_VALUES,CONDITION_JUDGMENT,,MEDIUM,manual
q_ddbfee0f3d4f,q_ee264a5cc043,장기 이식 대기자가 계속 늘어난다면 옵트아웃 방식을 도입해야 하는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_99d989310483,q_ee264a5cc043,"옵트아웃 방식을 도입해야 하는가, 장기 이식 대기자가 계속 증가한다면?",VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_19151ab9f97c,q_ee264a5cc043,장기 이식 대기자가 계속 증가한다면 옵트아웃 방식을 도입해야 합니까?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_a0127278397b,q_ee264a5cc043,대기자가 계속 증가한다면 옵트아웃 방식을 도입할 필요가 있는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_b03ba64326a2,q_ee264a5cc043,대기자가 계속 증가한다면 옵트아웃 방식은 도입되어야 하는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_9ecdf07cbae1,q_ee264a5cc043,대기자가 계속 증가한다면 옵트아웃 방식을 도입하지 않을 이유가 있는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_1147349e919a,q_ee264a5cc043,장기 이식 대기자가 계속 증가한다면 옵트아웃 방식을 도입해야 할까요?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_5d3228084292,q_ee264a5cc043,장기 수급 문제 해결을 위해 대기자가 계속 증가한다면 옵트아웃 방식을 도입해야 하는가?,FRAMING,ETHICS_VALUES,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_362aa0c600fd,,특정 집단에 대한 혐오가 지속적으로 확산된다면 표현의 자유를 제한해야 하는가?,ORIGINAL,ETHICS_VALUES,CONDITION_JUDGMENT,,MEDIUM,manual
q_8125a0fe4947,q_362aa0c600fd,특정 집단에 대한 혐오가 지속적으로 퍼진다면 표현의 자유를 제한해야 하는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_9962c861d3a2,q_362aa0c600fd,"표현의 자유를 제한해야 하는가, 특정 집단에 대한 혐오가 지속적으로 확산된다면?",VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_aa5c954f28ee,q_362aa0c600fd,특정 집단에 대한 혐오가 지속적으로 확산된다면 표현의 자유를 제한해야 합니까?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_bb7cf8bf60d1,q_362aa0c600fd,혐오가 지속적으로 확산된다면 표현의 자유를 제한할 필요가 있는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_301e137f87c4,q_362aa0c600fd,혐오가 지속적으로 확산된다면 표현의 자유는 제한되어야 하는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_8139c2d733b3,q_362aa0c600fd,혐오가 확산된다면 표현의 자유를 제한하지 않을 이유가 있는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_88a025244d61,q_362aa0c600fd,특정 집단에 대한 혐오가 지속적으로 확산된다면 표현의 자유를 제한해야 할까요?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_ef6398769ca4,q_362aa0c600fd,소수자 보호를 위해 혐오가 지속적으로 확산된다면 표현의 자유를 제한해야 하는가?,FRAMING,ETHICS_VALUES,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_a962a0245d7d,,사회적 약자에 대한 차별이 지속된다면 적극적 우대 조치를 확대해야 하는가?,ORIGINAL,ETHICS_VALUES,CONDITION_JUDGMENT,,MEDIUM,manual
q_69a488ea8975,q_a962a0245d7d,사회적 약자에 대한 차별이 계속된다면 적극적 우대 조치를 확대해야 하는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_387dc99e0d04,q_a962a0245d7d,"적극적 우대 조치를 확대해야 하는가, 사회적 약자에 대한 차별이 지속된다면?",VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_f2e89f8d2336,q_a962a0245d7d,사회적 약자에 대한 차별이 지속된다면 적극적 우대 조치를 확대해야 합니까?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_564f540b00ea,q_a962a0245d7d,차별이 지속된다면 적극적 우대 조치를 확대할 필요가 있는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_fb525ad4f29e,q_a962a0245d7d,차별이 지속된다면 적극적 우대 조치는 확대되어야 하는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_988a8e78979c,q_a962a0245d7d,차별이 지속된다면 조치를 확대하지 않을 이유가 있는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_bf586fc00b58,q_a962a0245d7d,사회적 약자에 대한 차별이 지속된다면 적극적 우대 조치를 확대해야 할까요?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_b4fa40057974,q_a962a0245d7d,실질적 평등 실현을 위해 차별이 지속된다면 적극적 우대 조치를 확대해야 하는가?,FRAMING,ETHICS_VALUES,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_d2556b6c1f76,,유전자 편집으로 중증 유전질환을 예방할 수 있다면 배아 단계의 편집을 허용해야 하는가?,ORIGINAL,ETHICS_VALUES,CONDITION_JUDGMENT,,MEDIUM,manual
q_b2c491a79b7b,q_d2556b6c1f76,유전자 편집으로 중증 유전질환을 막을 수 있다면 배아 단계의 편집을 허용해야 하는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_63fd71546869,q_d2556b6c1f76,"배아 단계의 편집을 허용해야 하는가, 중증 유전질환을 예방할 수 있다면?",VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_a7a7f67b26e0,q_d2556b6c1f76,유전자 편집으로 중증 유전질환을 예방할 수 있다면 배아 단계의 편집을 허용해야 합니까?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_dc80c72bd7e5,q_d2556b6c1f76,중증 유전질환을 예방할 수 있다면 배아 단계의 편집을 허용할 필요가 있는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_687c8540b42b,q_d2556b6c1f76,중증 유전질환을 예방할 수 있다면 배아 단계의 편집은 허용되어야 하는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_e7c2d6969e8f,q_d2556b6c1f76,유전질환을 예방할 수 있다면 편집을 허용하지 않을 이유가 있는가?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_14473794f013,q_d2556b6c1f76,유전자 편집으로 중증 유전질환을 예방할 수 있다면 배아 단계의 편집을 허용해야 할까요?,VARIANT,ETHICS_VALUES,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_6cb53131485a,q_d2556b6c1f76,질병 예방과 국민 건강을 위해 중증 유전질환을 예방할 수 있다면 배아 단계의 편집을 허용해야 하는가?,FRAMING,ETHICS_VALUES,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_e7ea30bd6d47,,일부 학교는 등교 시 스마트폰을 수거하는 규정을 운영하는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_79a3f7866b62,q_e7ea30bd6d47,일부 학교는 등교 시 스마트폰을 수거하는 제도를 운영하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_e3ffd42d8303,q_e7ea30bd6d47,등교 시 스마트폰을 수거하는 규정을 일부 학교는 운영하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_b9911c237bcf,q_e7ea30bd6d47,일부 학교는 등교 시 스마트폰을 수거하는 규정을 운영합니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_21d9d25e722d,q_e7ea30bd6d47,일부 학교는 스마트폰을 수거하는 규정을 운영하지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_756fbc032f3d,q_e7ea30bd6d47,스마트폰 수거 규정은 일부 학교에 의해 운영되는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_322ccac79611,q_e7ea30bd6d47,일부 학교가 수거 규정을 운영하지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_7125ea2d20ed,q_e7ea30bd6d47,일부 학교는 등교 시 스마트폰을 수거하는 규정을 운영하나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_c415de416fcc,q_e7ea30bd6d47,학습 환경 관리의 측면에서 일부 학교는 스마트폰 수거 규정을 운영하는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_a56bf3a260e5,,재택근무 제도를 도입한 기업이 국내에 존재하는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_a725b9bc7ce1,q_a56bf3a260e5,재택근무 제도를 시행한 기업이 국내에 존재하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_fb2db7333410,q_a56bf3a260e5,국내에 재택근무 제도를 도입한 기업이 존재하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_92387f7a78e3,q_a56bf3a260e5,재택근무 제도를 도입한 기업이 국내에 존재합니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_7feb11a18782,q_a56bf3a260e5,재택근무 제도를 도입한 기업이 국내에 존재하지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_d799b15f96fe,q_a56bf3a260e5,재택근무 제도는 국내 일부 기업에 의해 도입되었는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_4eebd2cd1463,q_a56bf3a260e5,재택근무 제도를 도입한 기업이 존재하지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_af9ae5d44822,q_a56bf3a260e5,재택근무 제도를 도입한 기업이 국내에 존재하나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_dff5743ab4ae,q_a56bf3a260e5,근무 유연성 확보의 측면에서 재택근무 제도를 도입한 기업이 존재하는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_65c9083b0895,,회식 참여를 사실상 의무로 여기는 조직 문화가 여전히 존재하는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_4f6fc2eecc40,q_65c9083b0895,회식 참여를 사실상 필수로 여기는 조직 문화가 여전히 존재하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_1ef29f86914d,q_65c9083b0895,"여전히 존재하는가, 회식 참여를 의무로 여기는 조직 문화가?",VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_7b675c1f87c7,q_65c9083b0895,회식 참여를 사실상 의무로 여기는 조직 문화가 여전히 존재합니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_ff8c7770ca70,q_65c9083b0895,그러한 조직 문화가 존재하지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_d8ec12e39c45,q_65c9083b0895,회식 참여는 일부 조직에서 사실상 의무로 여겨지는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_d1e0e4bca94e,q_65c9083b0895,그러한 조직 문화가 존재하지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_1bcbfa8ccb0f,q_65c9083b0895,회식 참여를 사실상 의무로 여기는 조직 문화가 여전히 존재하나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_4186caa3fa34,q_65c9083b0895,조직 내 개인 자율성의 측면에서 회식을 의무로 여기는 문화가 존재하는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_57133353a69b,,결혼식 축의금은 한국 사회에서 오랜 관습으로 자리 잡았는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_f0bfb5e447f2,q_57133353a69b,결혼식 축의금은 한국 사회에서 오랜 관례로 자리 잡았는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_a471a83b1ebc,q_57133353a69b,한국 사회에서 결혼식 축의금은 오랜 관습으로 자리 잡았는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_c7d8429588db,q_57133353a69b,결혼식 축의금은 한국 사회에서 오랜 관습으로 자리 잡았습니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_77a20eb4e8a2,q_57133353a69b,결혼식 축의금이 관습으로 자리 잡지 않은 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_bf2ccbb51cd3,q_57133353a69b,결혼식 축의금 문화는 한국 사회에 의해 오랜 관습으로 형성되었는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_ff1a1832afee,q_57133353a69b,축의금이 관습으로 자리 잡지 않았다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_ab78405013bb,q_57133353a69b,결혼식 축의금은 한국 사회에서 오랜 관습으로 자리 잡았나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_b74f112dc0db,q_57133353a69b,전통 문화 계승의 측면에서 결혼식 축의금은 오랜 관습으로 자리 잡았는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_c80c8402297e,,일부 국가는 SNS 가입 최소 연령을 법으로 규정하고 있는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_63a41b7c2378,q_c80c8402297e,일부 국가는 SNS 가입 최저 연령을 법으로 규정하고 있는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_464a377ccab0,q_c80c8402297e,SNS 가입 최소 연령을 일부 국가는 법으로 규정하고 있는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_829541a1aaf9,q_c80c8402297e,일부 국가는 SNS 가입 최소 연령을 법으로 규정하고 있습니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_9a6f81e9a5ff,q_c80c8402297e,일부 국가는 최소 연령을 규정하지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_a5ba972b33fb,q_c80c8402297e,SNS 가입 최소 연령은 일부 국가에 의해 법으로 규정되는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_519cde135521,q_c80c8402297e,일부 국가가 최소 연령을 규정하지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_d87a17ace540,q_c80c8402297e,일부 국가는 SNS 가입 최소 연령을 법으로 규정하고 있나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_9292d42caba8,q_c80c8402297e,청소년 보호 제도의 측면에서 일부 국가는 SNS 가입 최소 연령을 규정하는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_591a747d4758,,숏폼 콘텐츠는 대체로 1분 이내의 짧은 영상으로 제작되는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_0a8573f519bb,q_591a747d4758,숏폼 콘텐츠는 대체로 1분 이내의 짧은 영상으로 만들어지는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_78a18dac8873,q_591a747d4758,1분 이내의 짧은 영상으로 숏폼 콘텐츠는 대체로 제작되는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_a0d17c7d99d1,q_591a747d4758,숏폼 콘텐츠는 대체로 1분 이내의 짧은 영상으로 제작됩니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_3a38ba70ba0d,q_591a747d4758,숏폼 콘텐츠가 1분 이내로 제작되지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_754eddd4b928,q_591a747d4758,숏폼 콘텐츠는 제작자에 의해 대체로 1분 이내로 제작되는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_ac9d0be4143e,q_591a747d4758,숏폼 콘텐츠가 1분 이내로 제작되지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_12fc815f38d1,q_591a747d4758,숏폼 콘텐츠는 대체로 1분 이내의 짧은 영상으로 제작되나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_256fdf06e3ed,q_591a747d4758,콘텐츠 소비 형태의 측면에서 숏폼 콘텐츠는 짧은 영상으로 제작되는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_658d4010f5a8,,동물보호법은 반려동물 등록을 의무로 규정하고 있는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_2cca869c2250,q_658d4010f5a8,동물보호법은 반려동물 등록을 필수로 규정하고 있는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_2611b5b0eeb1,q_658d4010f5a8,반려동물 등록을 동물보호법은 의무로 규정하고 있는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_64bda805b192,q_658d4010f5a8,동물보호법은 반려동물 등록을 의무로 규정하고 있습니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_ef7b362be905,q_658d4010f5a8,동물보호법이 등록을 의무로 규정하지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_39c9e59e1513,q_658d4010f5a8,반려동물 등록은 동물보호법에 의해 의무화되어 있는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_0c33b6ef3c93,q_658d4010f5a8,동물보호법이 등록을 의무화하지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_d05b1eb3584d,q_658d4010f5a8,동물보호법은 반려동물 등록을 의무로 규정하고 있나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_72ea7e19f517,q_658d4010f5a8,반려동물 관리 체계의 측면에서 동물보호법은 등록을 의무로 규정하는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_cccbe9cfbc7c,,일부 대학은 온라인 강의 학점을 대면 수업과 동일하게 인정하는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_26991277ff22,q_cccbe9cfbc7c,일부 대학은 온라인 강의 학점을 대면 수업과 똑같이 인정하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_788f8e4bd89a,q_cccbe9cfbc7c,온라인 강의 학점을 일부 대학은 대면 수업과 동일하게 인정하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_8f294f499130,q_cccbe9cfbc7c,일부 대학은 온라인 강의 학점을 대면 수업과 동일하게 인정합니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_60b6264cdf72,q_cccbe9cfbc7c,일부 대학이 온라인 강의 학점을 동일하게 인정하지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_12462227ec24,q_cccbe9cfbc7c,온라인 강의 학점은 일부 대학에 의해 대면 수업과 동일하게 인정되는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_f5db7ba6be4e,q_cccbe9cfbc7c,일부 대학이 학점을 동일하게 인정하지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_528a82e113cf,q_cccbe9cfbc7c,일부 대학은 온라인 강의 학점을 대면 수업과 동일하게 인정하나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_531b0ef89d49,q_cccbe9cfbc7c,학습권 보장의 측면에서 일부 대학은 온라인 강의 학점을 동일하게 인정하는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_0870895ea1be,,일부 기업은 직급 대신 이름이나 영어 이름으로 호칭하는 제도를 운영하는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_c2b85006dd60,q_0870895ea1be,일부 기업은 직급 대신 이름이나 영어 이름으로 부르는 제도를 운영하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_0893ab064eb5,q_0870895ea1be,직급 대신 이름으로 호칭하는 제도를 일부 기업은 운영하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_33697d8417bc,q_0870895ea1be,일부 기업은 직급 대신 이름이나 영어 이름으로 호칭하는 제도를 운영합니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_0b4b9af2f1a8,q_0870895ea1be,일부 기업이 그런 제도를 운영하지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_bd382931af4b,q_0870895ea1be,이름 호칭 제도는 일부 기업에 의해 운영되는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_ea2033b03f8e,q_0870895ea1be,일부 기업이 제도를 운영하지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_a33f11d393fb,q_0870895ea1be,일부 기업은 직급 대신 이름이나 영어 이름으로 호칭하는 제도를 운영하나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_7d9b106027a6,q_0870895ea1be,수평적 조직문화 조성의 측면에서 일부 기업은 이름 호칭 제도를 운영하는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_072462df0ad5,,도서정가제는 책의 할인 폭을 법적으로 제한하는가?,ORIGINAL,DAILY_CULTURE,FACT_JUDGMENT,,MEDIUM,manual
q_2a310145660a,q_072462df0ad5,도서정가제는 책의 할인 폭을 법률적으로 제한하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_99d63a78646b,q_072462df0ad5,책의 할인 폭을 도서정가제는 법적으로 제한하는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_6669ec1a63f1,q_072462df0ad5,도서정가제는 책의 할인 폭을 법적으로 제한합니까?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_8c9cd4944b1c,q_072462df0ad5,도서정가제가 할인 폭을 제한하지 않는 것은 아닌가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_c5fc1863aa3d,q_072462df0ad5,책의 할인 폭은 도서정가제에 의해 법적으로 제한되는가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_67c8b72445af,q_072462df0ad5,도서정가제가 할인 폭을 제한하지 않는다고 보기는 어려운가?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_452d71dfcef6,q_072462df0ad5,도서정가제는 책의 할인 폭을 법적으로 제한하나요?,VARIANT,DAILY_CULTURE,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_3943b35d872a,q_072462df0ad5,출판 생태계 보호의 측면에서 도서정가제는 할인 폭을 법적으로 제한하는가?,FRAMING,DAILY_CULTURE,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_40b3f855286f,,학교에서 스마트폰 사용을 금지해야 하는가?,ORIGINAL,DAILY_CULTURE,STANCE_JUDGMENT,,MEDIUM,manual
q_79d36de8ab5c,q_40b3f855286f,학교에서 스마트폰 사용을 제한해야 하는가?,VARIANT,DAILY_CULTURE,STANCE_JUDGMENT,SYNONYM,MEDIUM,manual
q_97ca95e26375,q_40b3f855286f,"금지해야 하는가, 학교에서 스마트폰 사용을?",VARIANT,DAILY_CULTURE,STANCE_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_a1a65e2369c3,q_40b3f855286f,학교에서 스마트폰 사용을 금지해야 합니까?,VARIANT,DAILY_CULTURE,STANCE_JUDGMENT,STYLE,MEDIUM,manual
q_4e83a3f68021,q_40b3f855286f,학교에서 스마트폰 사용을 계속 허용해야 하는가?,VARIANT,DAILY_CULTURE,STANCE_JUDGMENT,POLARITY,MEDIUM,manual
